sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
1997-02-17,1.62687715836146,1.62687715836146,False,1.0,56777379.32032001,447462223.87968004,390884.22719999996,58118.79402455904,0.1225,0.10898392354928137
1997-04-09,3.83887249000889,3.83887249000889,False,1.0,56777379.32032001,447462223.87968004,473247.27359999996,128261.93646468958,0.154,0.10972482232378568
1997-04-21,5.12769729617299,4.78323037867276,False,1.0,56777379.32032001,447462223.87968004,552688.4448,167480.97807760705,0.143,0.10883547739787812
1997-05-02,7.50115544075897,7.33235502864581,False,1.0,56777379.32032001,447462223.87968004,521008.848,268840.90992400417,0.15,0.1085009523622818
1997-05-13,9.65327219033316,9.55381664142079,False,1.0,56777379.32032001,447462223.87968004,676221.696,251820.32267354112,0.128,0.10764344779877787
1997-05-28,12.1466043339931,11.9558709414527,False,1.0,56777379.32032001,447462223.87968004,479452.26239999995,179823.9880722643,0.16,0.1056092550019177
1997-06-11,18.6676399367293,13.139813824353,True,4.624645825442279,173276897.24364805,330962705.956352,445128.1344,172981.20791572414,0.119,0.09667622589229861
1997-06-25,25.8862130073196,13.1417759941964,True,4.474046914175016,170306925.98080003,333932677.2192,704014.6751999999,332960.68313925987,0.068,0.07228024275288632
1997-07-09,23.733311817559,13.1470591323418,True,4.869673239506254,182186811.03219205,322052792.167808,927766.0511999999,457385.44104757725,0.084,0.05378012846705668
1997-07-24,26.4628240461998,13.1509370680271,True,4.899345547687737,182186811.03219205,322052792.167808,1046363.7023999998,436796.83268088475,0.049,0.04263168605451009
1997-08-06,26.1672552131212,13.1523425784321,True,5.271981718529156,193749025.13356805,310490578.066432,720562.0896,252847.1738178259,0.042,0.04341672725750979
1997-08-18,23.6254226159912,13.1578756819299,True,6.080414511748999,216565867.17836803,287673736.021632,770663.9808,244790.10111366145,0.047,0.04626952719013223
1997-09-02,23.2382040810743,13.1660052504071,True,6.196534886830847,219334142.599936,284905460.60006404,380553.984,91874.00392848002,0.036,0.03367106266306583
1997-10-01,17.446325778011,13.2244962347564,True,9.128596211107183,296790388.047488,207449215.15251204,248803.14239999995,39167.93107304064,0.104,0.07259432324944325
1997-10-30,11.1307183793254,11.1285533735118,False,1.0,56777379.32032001,447462223.87968004,221261.4144,29531.737853521925,0.177,0.15394215605573033
1997-11-30,4.7067831170527,4.70255592435503,False,1.0,56777379.32032001,447462223.87968004,106957.6704,14562.292003482242,0.155,0.14727442572877075
1998-02-06,1.10331796084658,1.10331796084658,False,1.0,56777379.32032001,447462223.87968004,383539.7952,56070.84423932353,0.1435,0.13513828214867452
1998-03-13,0.936249575980319,1.1381218450441,False,1.0,56777379.32032001,447462223.87968004,509063.184,116230.08812575103,0.137,0.1299812212861434
1998-03-26,1.23451738763715,1.23451738763715,False,1.0,56777379.32032001,447462223.87968004,748875.2832,202017.49811956796,0.137,0.12850999551082878
1998-04-10,5.35132031479903,5.35132031479903,False,1.0,56777379.32032001,447462223.87968004,1546692.1056,558637.2714314822,0.15,0.12956930956081356
1998-04-24,8.63720311339605,7.61673844705496,True,3.3767287307991385,136820373.93228805,367419229.267712,1873962.0000000005,678267.1303256563,0.172,0.13039018261622223
1998-05-11,14.786544779108,9.08392437036814,True,6.029151746976986,213797591.75680006,290442011.4432,1303417.44,515640.1655466719,0.105,0.1195884748511962
1998-05-28,20.1621690574562,9.0916766904703,True,5.948556659113747,210933510.810624,293306092.38937604,998262.1440000001,449773.79750867526,0.13,0.08784398228724713
1998-06-08,18.9411711195719,9.09499038391759,True,6.01677684338248,213797591.75680006,290442011.4432,716080.0031999999,291482.83722790936,0.089,0.07112799920298381
1998-06-22,24.519600417534,9.10418945624094,True,5.946742376169837,210933510.810624,293306092.38937604,1449005.1552,707103.440597517,0.08,0.060440176583452125
1998-07-06,27.0993430619336,9.10546005420972,True,5.280306338301404,193749025.13356805,310490578.066432,2020902.7391999997,974433.9610829,0.067,0.059372847606194615
1998-07-23,27.9833491273107,9.10733287755637,True,5.62456064662533,202341267.9720961,301898335.22790396,812151.1872,305967.7643440435,0.053,0.0442363493141435
1998-08-02,26.0109245239291,9.10828285178054,True,5.970416754332392,213797591.75680006,290442011.4432,479207.31840000005,148638.44505958274,0.028,0.04054385137405684
1998-08-18,26.0249081530973,9.11051320148682,True,6.091066311865378,216565867.17836803,287673736.021632,516419.53919999994,148486.12275187005,0.034,0.02696946641006075
1998-09-02,24.8722822871873,9.11288358652405,True,6.247605268042733,219334142.599936,284905460.60006404,205736.63040000002,48869.0812821888,0.02,0.018803528618615263
1998-09-28,20.767092600739,9.12568865733104,True,7.343535580853079,249528010.03955206,254711593.16044798,327116.3616,57275.030144528646,0.041,0.03199434401545487
1998-10-27,12.2454611711132,9.25148462056297,True,11.566980357120013,357576472.213248,146663130.986752,255538.6272,41294.78336256767,0.122,0.07756290745825901
1998-11-23,6.60917327362435,6.60917327362435,False,1.0,56777379.32032001,447462223.87968004,504710.7840000001,61221.194937210246,0.162,0.1206492568732155
1999-01-25,1.35865346126265,1.35865346126265,True,0.667845725943425,42822548.30176002,461417054.89824003,237538.13760000002,46951.63485090049,0.1335,0.10984681001966098
1999-02-22,1.71031261363594,1.71031261363594,False,1.0,56777379.32032001,447462223.87968004,464171.9904,83121.59455424639,0.137,0.10962195993863542
1999-03-29,2.88409770466284,2.88409770466284,False,1.0,56777379.32032001,447462223.87968004,186120.6336,44086.916137222084,0.149,0.10784674244238257
1999-04-12,6.16786949624838,6.16786949624838,False,1.0,56777379.32032001,447462223.87968004,948525.5519999999,343158.4815520493,0.113,0.10821046943587295
1999-04-26,8.65570538760119,8.09564783887818,False,1.0,56777379.32032001,447462223.87968004,1572279.0336,609849.6225815865,0.112,0.11161590184137109
1999-05-10,11.4237892691551,11.1644477335013,False,1.0,56777379.32032001,447462223.87968004,1393899.8400000003,555445.8042986304,0.112,0.11209735259901912
