datetime,agency_cd,site_no,Discharge_ft3_s,Discharge_ft3_s_cd,Phosphorus_unfiltered_mg_L,Phosphorus_unfiltered_mg_L_cd,Phosphorus_unfiltered_lbs_d,Phosphorus_unfiltered_lbs_d_cd,SSC_mg_L,SSC_mg_L_cd,SSDischarge_tons_d,SSDischarge_tons_d_cd,Orthophosphate_filtered_mg_L,Orthophosphate_filtered_mg_L_cd,Orthophosphate_dissolved_lbs_d,Orthophosphate_dissolved_lbs_d_cd,Ammonia_OrgN_unfiltered_mg_L,Ammonia_OrgN_unfiltered_mg_L_cd,Ammonia_OrgN_unfiltered_lbs_d,Ammonia_OrgN_unfiltered_lbs_d_cd,Ammonia_filtered_mg_L,Ammonia_filtered_mg_L_cd,Ammonia_dissolved_lbs_d,Ammonia_dissolved_lbs_d_cd,N03_NO2_filtered_mg_L,N03_NO2_filtered_mg_L_cd,N03_NO2_dissolved_lbs_d,N03_NO2_dissolved_lbs_d_cd,Temp_Max_C,Temp_Max_C_cd,Temp_Min_C,Temp_Min_C_cd,Temp_Mean_C,Temp_Mean_C_cd,Precip_total_inches,Precip_total_inches_cd
2014-09-29,USGS,05427718,17,A,0.056,A,5.05,A,10,A,0.43,A,0.034,A,3.02,A,0.32,A,28.4,A,0.007,A,0.63,A,7.94,A,713,A,18.4,P,14.3,P,16.1,P,0.09,A
2014-09-30,USGS,05427718,17,A,0.055,A,4.92,A,9,A,0.41,A,0.033,A,2.95,A,0.31,A,27.1,A,0.007,A,0.62,A,7.91,A,703,A,15.3,P,12.3,P,13.5,P,0.00,A
2014-10-01,USGS,05427718,17,A,0.055,A,4.97,A,9,A,0.41,A,0.033,A,2.98,A,0.30,A,27.1,A,0.007,A,0.63,A,7.90,A,713,A,15.1,P,11.9,P,13.5,P,0.00,A
2014-10-02,USGS,05427718,17,A,0.055,A,5.08,A,9,A,0.42,A,0.033,A,3.05,A,0.30,A,27.7,A,0.007,A,0.65,A,7.90,A,730,A,15.8,P,14.0,P,14.9,P,0.08,A
2014-10-03,USGS,05427718,23,A,0.102,A,13.3,A,23,A,1.5,A,0.060,A,7.81,A,0.62,A,81.7,A,0.011,A,1.4,A,7.01,A,882,A,15.3,P,11.6,P,13.9,P,0.47,A
2014-10-04,USGS,05427718,20,A,0.077,A,8.17,A,11,A,0.58,A,0.057,A,6.09,A,0.43,A,45.4,A,0.007,A,0.74,A,7.32,A,778,A,11.6,P,9.4,P,10.3,P,0.04,A
2014-10-05,USGS,05427718,19,A,0.071,A,7.15,A,11,A,0.54,A,0.052,A,5.26,A,0.38,A,38.8,A,0.007,A,0.71,A,7.68,A,776,A,10.8,P,8.2,P,9.6,P,0.00,A
2014-10-06,USGS,05427718,18,A,0.065,A,6.32,A,10,A,0.51,A,0.047,A,4.58,A,0.34,A,33.3,A,0.007,A,0.68,A,7.71,A,753,A,12.6,P,9.9,P,11.0,P,0.00,A
2014-10-07,USGS,05427718,17,A,0.060,A,5.60,A,10,A,0.48,A,0.043,A,3.99,A,0.32,A,29.7,A,0.007,A,0.65,A,7.74,A,722,A,13.6,P,10.0,P,11.6,P,0.00,A
2014-10-08,USGS,05427718,16,A,0.059,A,5.22,A,10,A,0.44,A,0.041,A,3.62,A,0.32,A,27.9,A,0.007,A,0.62,A,7.76,A,686,A,13.3,P,9.9,P,11.5,P,0.00,A
2014-10-09,USGS,05427718,16,A,0.058,A,5.09,A,10,A,0.43,A,0.039,A,3.45,A,0.31,A,27.3,A,0.007,A,0.61,A,7.79,A,682,A,12.7,P,9.5,P,11.0,P,0.00,A
2014-10-10,USGS,05427718,16,A,0.057,A,5.05,A,10,A,0.42,A,0.038,A,3.33,A,0.31,A,27.2,A,0.007,A,0.62,A,7.82,A,687,A,12.2,P,8.6,P,10.2,P,0.00,A
2014-10-11,USGS,05427718,16,A,0.057,A,4.99,A,9,A,0.42,A,0.036,A,3.20,A,0.31,A,27.0,A,0.007,A,0.62,A,7.84,A,691,A,11.9,P,7.9,P,9.8,P,0.00,A
2014-10-12,USGS,05427718,17,A,0.056,A,4.99,A,9,A,0.41,A,0.035,A,3.10,A,0.30,A,27.1,A,0.007,A,0.63,A,7.87,A,703,A,11.9,P,8.0,P,10.2,P,0.01,A
2014-10-13,USGS,05427718,28,A,0.123,A,28.0,A,32,A,4.1,A,0.054,A,11.2,A,0.59,A,129,A,0.007,A,1.0,A,7.13,A,953,A,13.5,P,11.1,P,12.2,P,1.50,A
2014-10-14,USGS,05427718,52,A,0.316,A,89.5,A,69,A,9.8,A,0.168,A,46.6,A,1.3,A,360,A,0.021,A,5.4,A,4.23,A,1180,A,13.5,P,12.2,P,12.9,P,0.24,A
2014-10-15,USGS,05427718,34,A,0.232,A,42.7,A,45,A,4.1,A,0.142,A,26.0,A,1.0,A,185,A,0.014,A,2.5,A,5.16,A,937,A,12.3,P,11.7,P,12.0,P,0.01,A
2014-10-16,USGS,05427718,28,A,0.151,A,23.1,A,21,A,1.6,A,0.090,A,13.8,A,0.80,A,123,A,0.008,A,1.2,A,6.04,A,920,A,14.2,P,11.8,P,12.7,P,0.00,A
2014-10-17,USGS,05427718,26,A,0.126,A,17.6,A,18,A,1.3,A,0.074,A,10.3,A,0.75,A,104,A,0.008,A,1.1,A,6.50,A,905,A,12.4,P,11.3,P,12.0,P,0.00,A
2014-10-18,USGS,05427718,24,A,0.106,A,13.7,A,17,A,1.1,A,0.060,A,7.70,A,0.70,A,90.8,A,0.008,A,1.0,A,6.88,A,889,A,12.2,P,9.7,P,11.1,P,0.00,A
2014-10-19,USGS,05427718,23,A,0.089,A,11.0,A,16,A,0.97,A,0.046,A,5.70,A,0.66,A,80.6,A,0.009,A,1.1,A,7.12,A,873,A,11.0,P,8.2,P,9.7,P,0.00,A
2014-10-20,USGS,05427718,22,A,0.083,A,10.0,A,15,A,0.88,A,0.038,A,4.62,A,0.61,A,73.7,A,0.009,A,1.1,A,7.35,A,883,A,12.7,P,9.6,P,11.0,P,0.00,A
2014-10-21,USGS,05427718,22,A,0.078,A,9.11,A,13,A,0.78,A,0.031,A,3.65,A,0.60,A,70.0,A,0.010,A,1.1,A,7.56,A,887,A,11.4,P,9.1,P,10.7,P,0.00,A
2014-10-22,USGS,05427718,21,A,0.072,A,8.21,A,12,A,0.68,A,0.024,A,2.71,A,0.59,A,67.6,A,0.010,A,1.1,A,7.62,A,869,A,11.0,P,7.5,P,9.1,P,0.00,A
2014-10-23,USGS,05427718,22,A,0.066,A,7.96,A,11,A,0.66,A,0.016,A,1.96,A,0.59,A,70.6,A,0.011,A,1.3,A,7.64,A,916,A,10.1,P,8.1,P,9.2,P,0.19,A
2014-10-24,USGS,05427718,23,A,0.062,A,7.50,A,11,A,0.66,A,0.010,A,1.21,A,0.59,A,71.2,A,0.011,A,1.3,A,7.65,A,931,A,12.6,P,10.0,P,11.4,P,0.00,A
2014-10-25,USGS,05427718,22,A,0.061,A,7.25,A,11,A,0.65,A,0.009,A,1.07,A,0.58,A,69.1,A,0.012,A,1.4,A,7.67,A,912,A,13.8,P,11.1,P,12.4,P,0.00,A
2014-10-26,USGS,05427718,21,A,0.061,A,6.97,A,11,A,0.62,A,0.009,A,1.03,A,0.58,A,65.9,A,0.012,A,1.4,A,7.68,A,878,A,11.9,P,9.2,P,10.7,P,0.00,A
2014-10-27,USGS,05427718,21,A,0.061,A,7.04,A,11,A,0.62,A,0.009,A,1.04,A,0.57,A,66.2,A,0.013,A,1.5,A,7.70,A,889,A,14.6,P,10.5,P,12.5,P,0.00,A
2014-10-28,USGS,05427718,21,A,0.061,A,6.85,A,11,A,0.60,A,0.009,A,1.01,A,0.57,A,63.9,A,0.013,A,1.5,A,7.71,A,866,A,14.0,P,10.6,P,12.5,P,0.00,A
2014-10-29,USGS,05427718,20,A,0.061,A,6.65,A,11,A,0.58,A,0.009,A,0.98,A,0.57,A,61.6,A,0.014,A,1.5,A,7.73,A,842,A,10.9,P,8.6,P,9.9,P,0.00,A
2014-10-30,USGS,05427718,20,A,0.061,A,6.66,A,11,A,0.58,A,0.009,A,0.98,A,0.56,A,61.3,A,0.014,A,1.5,A,7.75,A,846,A,9.8,P,7.6,P,8.8,P,0.00,A
2014-10-31,USGS,05427718,20,A,0.061,A,6.45,A,10,A,0.55,A,0.009,A,0.95,A,0.56,A,59.0,A,0.015,A,1.5,A,7.76,A,821,A,9.0,P,6.0,P,7.6,P,0.00,A
2014-11-01,USGS,05427718,19,A,0.061,A,6.32,A,10,A,0.54,A,0.009,A,0.93,A,0.55,A,57.3,A,0.015,A,1.6,A,7.78,A,806,A,7.3,P,4.4,P,5.8,P,0.00,A
2014-11-02,USGS,05427718,19,A,0.061,A,6.38,A,10,A,0.54,A,0.009,A,0.94,A,0.55,A,57.5,A,0.016,A,1.6,A,7.79,A,815,A,7.9,P,4.7,P,6.3,P,0.00,A
2014-11-03,USGS,05427718,20,A,0.061,A,6.47,A,10,A,0.54,A,0.009,A,0.95,A,0.55,A,57.8,A,0.016,A,1.7,A,7.81,A,827,A,9.7,P,6.7,P,8.2,P,0.15,A
2014-11-04,USGS,05427718,21,A,0.061,A,6.89,A,10,A,0.58,A,0.009,A,1.02,A,0.54,A,61.1,A,0.017,A,1.9,A,7.82,A,883,A,11.1,P,8.8,P,10.2,P,0.00,A
2014-11-05,USGS,05427718,20,A,0.061,A,6.52,A,10,A,0.54,A,0.009,A,0.96,A,0.54,A,57.5,A,0.017,A,1.8,A,7.84,A,838,A,9.0,P,7.5,P,8.4,P,0.04,A
2014-11-06,USGS,05427718,20,A,0.061,A,6.55,A,10,A,0.54,A,0.009,A,0.97,A,0.53,A,57.3,A,0.018,A,1.9,A,7.85,A,843,A,8.8,P,7.0,P,8.1,P,0.04,A
2014-11-07,USGS,05427718,19,A,0.061,A,6.39,A,10,A,0.52,A,0.009,A,0.94,A,0.53,A,55.4,A,0.018,A,1.9,A,7.87,A,824,A,7.8,P,6.3,P,7.0,P,0.02,A
2014-11-08,USGS,05427718,20,A,0.061,A,6.47,A,10,A,0.53,A,0.009,A,0.95,A,0.53,A,55.8,A,0.019,A,2.0,A,7.88,A,836,A,8.6,P,6.9,P,7.5,P,0.01,A
2014-11-09,USGS,05427718,19,A,0.061,A,6.38,A,10,A,0.52,A,0.009,A,0.94,A,0.52,A,54.5,A,0.019,A,2.0,A,7.90,A,826,A,8.7,P,6.7,P,7.7,P,0.03,A
2014-11-10,USGS,05427718,20,A,0.061,A,6.47,A,10,A,0.52,A,0.009,A,0.95,A,0.52,A,54.9,A,0.020,A,2.1,A,7.91,A,839,A,9.5,P,7.4,P,8.4,P,0.01,A
2014-11-11,USGS,05427718,20,A,0.061,A,6.52,A,10,A,0.52,A,0.009,A,0.96,A,0.51,A,54.9,A,0.020,A,2.1,A,7.93,A,847,A,8.6,P,5.2,P,7.2,P,0.03,A
2014-11-12,USGS,05427718,20,A,0.061,A,6.72,A,10,A,0.53,A,0.009,A,0.99,A,0.51,A,56.1,A,0.021,A,2.3,A,7.94,A,875,A,5.2,P,3.3,P,3.9,P,0.00,A
2014-11-13,USGS,05427718,20,A,0.061,A,6.59,A,10,A,0.52,A,0.009,A,0.97,A,0.51,A,54.6,A,0.021,A,2.3,A,7.96,A,860,A,3.9,P,2.8,P,3.3,P,0.00,A
2014-11-14,USGS,05427718,19,A,0.061,A,6.28,A,10,A,0.49,A,0.009,A,0.93,A,0.50,A,51.7,A,0.022,A,2.2,A,7.98,A,821,A,3.3,P,1.7,P,2.6,P,0.00,A
2014-11-15,USGS,05427718,19,A,0.061,A,6.13,A,10,A,0.48,A,0.009,A,0.90,A,0.50,A,50.0,A,0.022,A,2.2,A,7.99,A,803,A,2.7,P,0.9,P,1.9,P,0.00,A
2014-11-16,USGS,05427718,19,A,0.061,A,6.14,A,9,A,0.48,A,0.009,A,0.91,A,0.49,A,49.7,A,0.023,A,2.3,A,8.01,A,806,A,3.3,P,1.4,P,2.4,P,0.00,A
2014-11-17,USGS,05427718,19,A:e,0.061,A,6.10,A,9,A,0.47,A,0.009,A,0.90,A,0.49,A,48.9,A,0.023,A,2.3,A,8.02,A,802,A,1.7,P,0.9,P,1.1,P,0.00,A
2014-11-18,USGS,05427718,18,A:e,0.061,A,5.93,A,9,A,0.45,A,0.009,A,0.87,A,0.48,A,46.9,A,0.023,A,2.3,A,8.03,A,781,A,1.3,P,0.9,P,1.0,P,0.00,A
2014-11-19,USGS,05427718,18,A:e,0.061,A,5.93,A,9,A,0.45,A,0.009,A,0.88,A,0.48,A,46.3,A,0.024,A,2.3,A,8.05,A,783,A,1.8,P,1.0,P,1.2,P,0.00,A
2014-11-20,USGS,05427718,17,A:e,0.061,A,5.60,A,9,A,0.42,A,0.009,A,0.83,A,0.47,A,43.1,A,0.024,A,2.2,A,8.06,A,740,A,1.7,P,0.9,P,1.1,P,0.00,A
2014-11-21,USGS,05427718,18,A:e,0.061,A,5.80,A,9,A,0.43,A,0.009,A,0.86,A,0.46,A,44.0,A,0.024,A,2.3,A,8.07,A,768,A,1.5,P,0.9,P,1.1,P,0.00,A
2014-11-22,USGS,05427718,18,A,0.061,A,5.98,A,9,A,0.44,A,0.009,A,0.88,A,0.46,A,44.7,A,0.025,A,2.4,A,8.09,A,793,A,4.0,P,1.5,P,2.5,P,0.00,A
2014-11-23,USGS,05427718,24,A,0.088,A,12.2,A,16,A,1.2,A,0.017,A,2.48,A,0.54,A,71.2,A,0.031,A,4.1,A,7.79,A,983,A,6.9,P,4.0,P,6.0,P,0.68,A
2014-11-24,USGS,05427718,31,A,0.154,A,26.0,A,47,A,3.9,A,0.059,A,9.93,A,0.87,A,147,A,0.039,A,6.6,A,7.18,A,1200,A,6.7,P,2.5,P,5.1,P,0.07,A:e
2014-11-25,USGS,05427718,25,A,0.108,A,14.6,A,29,A,2.0,A,0.046,A,6.22,A,0.80,A,108,A,0.030,A,4.1,A,7.83,A,1050,A,3.2,P,1.4,P,2.4,P,0.00,A
2014-11-26,USGS,05427718,21,A,0.079,A,9.14,A,15,A,0.88,A,0.030,A,3.47,A,0.72,A,83.9,A,0.026,A,3.0,A,8.10,A,938,A,2.5,P,1.0,P,1.7,P,0.00,A
2014-11-27,USGS,05427718,20,A,0.076,A,8.06,A,15,A,0.82,A,0.029,A,3.13,A,0.66,A,70.4,A,0.027,A,2.8,A,8.11,A,862,A,3.0,P,1.0,P,1.9,P,0.00,A
2014-11-28,USGS,05427718,19,A,0.073,A,7.66,A,16,A,0.83,A,0.029,A,3.06,A,0.60,A,63.0,A,0.028,A,2.9,A,8.12,A,854,A,2.5,P,1.0,P,1.7,P,0.00,A
2014-11-29,USGS,05427718,20,A,0.070,A,7.72,A,16,A,0.89,A,0.029,A,3.17,A,0.54,A,59.3,A,0.029,A,3.2,A,8.13,A,898,A,5.0,P,2.3,P,3.7,P,0.00,A:e
2014-11-30,USGS,05427718,21,A,0.067,A,7.59,A,17,A,0.94,A,0.028,A,3.21,A,0.49,A,55.3,A,0.030,A,3.4,A,8.14,A,923,A,4.7,P,1.9,P,4.0,P,0.00,A
2014-12-01,USGS,05427718,19,A,0.064,A,6.58,A,17,A,0.86,A,0.028,A,2.86,A,0.47,A,48.1,A,0.031,A,3.2,A,8.15,A,834,A,1.9,P,0.9,P,1.1,P,0.00,A
2014-12-02,USGS,05427718,19,A:e,0.063,A,6.36,A,17,A,0.86,A,0.027,A,2.75,A,0.45,A,45.5,A,0.033,A,3.3,A,8.15,A,817,A,1.9,P,0.9,P,1.4,P,0.00,A
2014-12-03,USGS,05427718,17,A:e,0.063,A,5.78,A,18,A,0.80,A,0.027,A,2.49,A,0.44,A,40.2,A,0.034,A,3.1,A,8.16,A,750,A,2.5,P,1.1,P,1.7,P,0.00,A
2014-12-04,USGS,05427718,18,A,0.062,A,6.02,A,18,A,0.86,A,0.027,A,2.58,A,0.42,A,40.7,A,0.035,A,3.4,A,8.17,A,788,A,2.5,P,1.2,P,1.9,P,0.00,A
2014-12-05,USGS,05427718,18,A,0.062,A,6.06,A,18,A,0.89,A,0.026,A,2.57,A,0.41,A,39.6,A,0.036,A,3.5,A,8.18,A,799,A,4.2,P,2.2,P,3.5,P,0.00,A
2014-12-06,USGS,05427718,18,A,0.061,A,5.98,A,19,A,0.90,A,0.026,A,2.52,A,0.39,A,37.9,A,0.037,A,3.6,A,8.19,A,797,A,4.6,P,2.3,P,3.7,P,0.00,A
2014-12-07,USGS,05427718,18,A,0.061,A,5.85,A,19,A,0.91,A,0.026,A,2.45,A,0.37,A,35.9,A,0.038,A,3.7,A,8.20,A,787,A,3.3,P,1.7,P,2.5,P,0.00,A
2014-12-08,USGS,05427718,20,A,0.060,A,6.55,A,22,A,1.2,A,0.025,A,2.72,A,0.36,A,38.7,A,0.040,A,4.3,A,8.21,A,888,A,4.2,P,2.9,P,3.7,P,0.25,A
2014-12-09,USGS,05427718,20,A,0.060,A,6.47,A,26,A,1.4,A,0.025,A,2.67,A,0.34,A,36.8,A,0.041,A,4.4,A,8.21,A,886,A,4.7,P,3.5,P,4.1,P,0.00,A
2014-12-10,USGS,05427718,20,A,0.059,A,6.34,A,31,A,1.6,A,0.024,A,2.60,A,0.33,A,34.7,A,0.042,A,4.5,A,8.22,A,877,A,3.7,P,2.8,P,3.4,P,0.00,A
2014-12-11,USGS,05427718,20,A,0.059,A,6.30,A,35,A,1.9,A,0.024,A,2.57,A,0.31,A,33.3,A,0.043,A,4.6,A,8.23,A,876,A,3.5,P,2.3,P,2.8,P,0.00,A
2014-12-12,USGS,05427718,20,A,0.060,A,6.34,A,36,A,1.9,A,0.025,A,2.60,A,0.32,A,33.9,A,0.045,A,4.7,A,8.25,A,874,A,4.2,P,2.3,P,3.4,P,0.00,A
2014-12-13,USGS,05427718,21,A,0.060,A,6.89,A,37,A,2.1,A,0.025,A,2.85,A,0.33,A,37.6,A,0.046,A,5.3,A,8.26,A,941,A,5.9,P,4.0,P,5.0,P,0.01,A
2014-12-14,USGS,05427718,22,A,0.061,A,7.20,A,39,A,2.3,A,0.025,A,3.00,A,0.34,A,39.9,A,0.048,A,5.7,A,8.28,A,974,A,7.3,P,5.9,P,6.7,P,0.01,A
2014-12-15,USGS,05427718,25,A,0.072,A,9.87,A,43,A,2.9,A,0.029,A,3.93,A,0.40,A,55.3,A,0.051,A,6.9,A,8.18,A,1100,A,7.6,P,7.2,P,7.4,P,0.22,A
2014-12-16,USGS,05427718,32,A,0.138,A,24.1,A,59,A,5.2,A,0.055,A,9.67,A,0.80,A,139,A,0.063,A,10.9,A,7.27,A,1260,A,7.2,P,4.0,P,6.0,P,0.10,A
2014-12-17,USGS,05427718,27,A,0.107,A,15.6,A,51,A,3.7,A,0.048,A,6.95,A,0.65,A,94.0,A,0.063,A,9.1,A,7.52,A,1090,A,4.0,P,1.8,P,2.9,P,0.00,A
2014-12-18,USGS,05427718,22,A,0.080,A,9.56,A,44,A,2.7,A,0.035,A,4.20,A,0.50,A,59.6,A,0.059,A,7.1,A,7.81,A,936,A,2.7,P,1.4,P,2.2,P,0.00,A
2014-12-19,USGS,05427718,21,A,0.076,A,8.44,A,42,A,2.4,A,0.034,A,3.74,A,0.47,A,52.6,A,0.057,A,6.4,A,7.85,A,872,A,3.2,P,2.7,P,3.0,P,0.00,A
2014-12-20,USGS,05427718,20,A,0.073,A,7.74,A,40,A,2.1,A,0.033,A,3.46,A,0.45,A,48.0,A,0.055,A,5.9,A,7.89,A,836,A,3.7,P,2.8,P,3.3,P,0.00,A
2014-12-21,USGS,05427718,19,A,0.070,A,7.31,A,38,A,2.0,A,0.032,A,3.31,A,0.43,A,45.2,A,0.053,A,5.6,A,7.93,A,828,A,4.6,P,3.7,P,4.2,P,0.01,A
2014-12-22,USGS,05427718,20,A,0.067,A,7.13,A,36,A,1.9,A,0.031,A,3.26,A,0.41,A,44.0,A,0.051,A,5.5,A,7.97,A,848,A,5.3,P,4.5,P,4.9,P,0.13,A
2014-12-23,USGS,05427718,30,A,0.130,A,22.2,A,59,A,5.0,A,0.041,A,6.89,A,0.73,A,124,A,0.065,A,10.9,A,7.64,A,1250,A,5.7,P,5.2,P,5.5,P,0.32,A
2014-12-24,USGS,05427718,29,A,0.143,A,22.4,A,62,A,4.9,A,0.050,A,7.73,A,0.89,A,139,A,0.081,A,12.5,A,7.38,A,1150,A,5.6,P,5.0,P,5.4,P,0.01,A
2014-12-25,USGS,05427718,25,A,0.104,A,14.3,A,42,A,2.9,A,0.042,A,5.85,A,0.75,A,103,A,0.076,A,10.5,A,7.77,A,1070,A,5.7,P,4.5,P,5.1,P,0.00,A
2014-12-26,USGS,05427718,23,A,0.087,A,11.0,A,35,A,2.2,A,0.039,A,4.95,A,0.66,A,83.6,A,0.075,A,9.4,A,7.98,A,1010,A,6.0,P,4.6,P,5.3,P,0.00,A
2014-12-27,USGS,05427718,23,A,0.083,A,10.3,A,34,A,2.1,A,0.038,A,4.69,A,0.60,A,74.8,A,0.074,A,9.1,A,8.11,A,1000,A,6.0,P,4.1,P,5.4,P,0.04,A
2014-12-28,USGS,05427718,21,A,0.079,A,9.10,A,34,A,1.9,A,0.037,A,4.20,A,0.55,A,62.8,A,0.073,A,8.4,A,8.24,A,946,A,4.1,P,2.2,P,2.9,P,0.00,A
2014-12-29,USGS,05427718,19,A,0.075,A,7.83,A,33,A,1.7,A,0.035,A,3.68,A,0.49,A,51.1,A,0.073,A,7.6,A,8.37,A,871,A,2.5,P,0.9,P,1.9,P,0.00,A
2014-12-30,USGS,05427718,18,A:e,0.071,A,6.44,A,33,A,1.5,A,0.034,A,3.08,A,0.46,A,42.0,A,0.072,A,6.5,A,8.46,A,767,A,1.2,P,0.9,P,1.0,P,0.00,A
2014-12-31,USGS,05427718,17,A:e,0.067,A,6.19,A,32,A,1.5,A,0.033,A,3.02,A,0.45,A,41.9,A,0.071,A,6.6,A,8.50,A,784,A,1.1,P,0.9,P,1.0,P,0.00,A
2015-01-01,USGS,05427718,17,A:e,0.064,A,5.90,A,32,A,1.5,A,0.032,A,2.94,A,0.44,A,41.1,A,0.070,A,6.5,A,8.52,A,788,A,1.2,P,1.0,P,1.0,P,0.00,A
2015-01-02,USGS,05427718,17,A:e,0.063,A,5.80,A,31,A,1.4,A,0.031,A,2.89,A,0.43,A,40.2,A,0.070,A,6.5,A,8.55,A,791,A,1.3,P,1.0,P,1.1,P,0.00,A
2015-01-03,USGS,05427718,17,A:e,0.062,A,5.70,A,31,A,1.4,A,0.031,A,2.84,A,0.43,A,39.3,A,0.069,A,6.4,A,8.58,A,793,A,1.9,P,1.2,P,1.6,P,0.00,A
2015-01-04,USGS,05427718,17,A:e,0.061,A,5.57,A,30,A,1.4,A,0.030,A,2.77,A,0.42,A,38.2,A,0.068,A,6.3,A,8.61,A,792,A,1.8,P,0.9,P,1.2,P,0.00,A
2015-01-05,USGS,05427718,17,A:e,0.060,A,5.32,A,30,A,1.3,A,0.030,A,2.64,A,0.41,A,36.3,A,0.068,A,6.1,A,8.64,A,772,A,1.1,P,0.9,P,1.0,P,0.00,A
2015-01-06,USGS,05427718,16,A:e,0.058,A,5.05,A,29,A,1.3,A,0.029,A,2.50,A,0.40,A,34.2,A,0.067,A,5.8,A,8.67,A,748,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-07,USGS,05427718,15,A:e,0.057,A,4.78,A,29,A,1.2,A,0.028,A,2.37,A,0.39,A,32.2,A,0.066,A,5.5,A,8.69,A,724,A,1.1,P,1.0,P,1.0,P,0.00,A
2015-01-08,USGS,05427718,15,A:e,0.056,A,4.57,A,28,A,1.1,A,0.028,A,2.26,A,0.38,A,30.5,A,0.066,A,5.3,A,8.72,A,707,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-09,USGS,05427718,15,A:e,0.055,A,4.37,A,28,A,1.1,A,0.027,A,2.16,A,0.37,A,29.0,A,0.065,A,5.1,A,8.75,A,691,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-10,USGS,05427718,15,A:e,0.054,A,4.30,A,27,A,1.1,A,0.027,A,2.12,A,0.36,A,28.3,A,0.064,A,5.1,A,8.78,A,695,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-11,USGS,05427718,14,A:e,0.053,A,4.15,A,27,A,1.1,A,0.026,A,2.05,A,0.35,A,27.2,A,0.064,A,5.0,A,8.81,A,687,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-12,USGS,05427718,14,A:e,0.052,A,3.98,A,26,A,1.0,A,0.026,A,1.96,A,0.34,A,25.9,A,0.063,A,4.8,A,8.84,A,675,A,1.1,P,1.0,P,1.0,P,0.00,A
2015-01-13,USGS,05427718,14,A:e,0.051,A,3.80,A,26,A,0.97,A,0.025,A,1.87,A,0.33,A,24.5,A,0.062,A,4.6,A,8.86,A,660,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-14,USGS,05427718,13,A:e,0.050,A,3.63,A,25,A,0.93,A,0.025,A,1.78,A,0.32,A,23.2,A,0.062,A,4.5,A,8.89,A,646,A,1.0,P,1.0,P,1.0,P,0.00,A
2015-01-15,USGS,05427718,14,A:e,0.049,A,3.64,A,25,A,0.93,A,0.024,A,1.77,A,0.31,A,23.0,A,0.061,A,4.5,A,8.91,A,660,A,1.3,P,1.0,P,1.2,P,0.00,A:e
2015-01-16,USGS,05427718,14,A:e,0.049,A,3.68,A,25,A,0.94,A,0.023,A,1.74,A,0.31,A,23.3,A,0.061,A,4.6,A,8.90,A,669,A,1.7,P,1.3,P,1.4,P,0.00,A
2015-01-17,USGS,05427718,14,A:e,0.049,A,3.71,A,25,A,0.94,A,0.022,A,1.68,A,0.31,A,23.4,A,0.060,A,4.6,A,8.88,A,672,A,2.2,P,1.4,P,1.8,P,0.00,A:e
2015-01-18,USGS,05427718,14,A:e,0.049,A,3.77,A,25,A,0.96,A,0.021,A,1.64,A,0.31,A,23.7,A,0.060,A,4.6,A,8.86,A,682,A,3.0,P,1.7,P,2.2,P,0.00,A
2015-01-19,USGS,05427718,15,A,0.049,A,3.99,A,25,A,1.0,A,0.020,A,1.67,A,0.31,A,25.1,A,0.060,A,4.9,A,8.84,A,720,A,3.7,P,1.9,P,2.9,P,0.00,A
2015-01-20,USGS,05427718,15,A,0.049,A,4.01,A,25,A,1.0,A,0.020,A,1.60,A,0.31,A,25.1,A,0.059,A,4.9,A,8.82,A,721,A,4.0,P,3.5,P,3.7,P,0.00,A
2015-01-21,USGS,05427718,15,A,0.049,A,3.98,A,25,A,1.0,A,0.019,A,1.52,A,0.31,A,24.9,A,0.059,A,4.8,A,8.80,A,715,A,4.1,P,2.8,P,3.5,P,0.00,A
2015-01-22,USGS,05427718,15,A,0.049,A,3.91,A,25,A,0.99,A,0.018,A,1.43,A,0.31,A,24.5,A,0.059,A,4.7,A,8.78,A,701,A,4.9,P,3.1,P,3.8,P,0.00,A:e
2015-01-23,USGS,05427718,15,A,0.049,A,4.00,A,25,A,1.0,A,0.017,A,1.39,A,0.31,A,25.0,A,0.059,A,4.8,A,8.76,A,715,A,4.2,P,2.6,P,3.4,P,0.00,A
2015-01-24,USGS,05427718,16,A,0.049,A,4.15,A,25,A,1.0,A,0.016,A,1.37,A,0.31,A,25.9,A,0.058,A,4.9,A,8.75,A,741,A,4.7,P,3.4,P,4.0,P,0.00,A:e
2015-01-25,USGS,05427718,15,A,0.049,A,4.06,A,25,A,1.0,A,0.015,A,1.26,A,0.31,A,25.3,A,0.058,A,4.8,A,8.73,A,723,A,4.0,P,1.4,P,2.9,P,0.00,A
2015-01-26,USGS,05427718,15,A,0.049,A,4.08,A,25,A,1.0,A,0.014,A,1.19,A,0.30,A,25.4,A,0.058,A,4.8,A,8.71,A,724,A,1.7,P,0.9,P,1.2,P,0.00,A
